valor,horario,localizacao,tipo_transacao,fraude
58.78,12,Rio de Janeiro,TED,não
228.83,4,Brasília,Pix,não
285.61,13,Recife,Pix,não
181.09,4,São Paulo,Cartão Débito,não
127.57,8,Porto Alegre,Cartão Débito,não
106.15,7,Recife,Boleto,sim
85.81,6,São Paulo,Boleto,não
530.51,7,São Paulo,Cartão Crédito,não
355.12,21,Salvador,Cartão Crédito,não
670.64,2,Brasília,Cartão Crédito,sim
26.55,22,Salvador,Pix,não
262.51,23,Porto Alegre,Pix,não
557.23,14,Rio de Janeiro,Pix,não
39.99,7,Salvador,TED,não
13.76,0,Porto Alegre,Pix,não
270.28,6,Brasília,Cartão Crédito,não
170.89,18,Brasília,Cartão Crédito,não
368.82,1,Salvador,Pix,não
30.11,13,Brasília,Pix,não
317.21,17,Recife,Boleto,não
45.04,14,Porto Alegre,Pix,não
35.74,13,Porto Alegre,Pix,não
35.89,23,São Paulo,Cartão Crédito,não
337.02,18,Curitiba,TED,não
218.84,18,Rio de Janeiro,Cartão Crédito,não
148.08,21,Brasília,Cartão Crédito,sim
88.89,16,Porto Alegre,Cartão Crédito,não
419.44,21,Porto Alegre,Pix,não
99.66,18,São Paulo,Pix,não
339.22,15,Rio de Janeiro,Pix,não
115.65,19,Curitiba,Pix,não
94.62,18,Curitiba,TED,não
124.23,0,Brasília,Cartão Crédito,não
71.73,18,Curitiba,Cartão Débito,não
275.36,6,Curitiba,Cartão Crédito,não
139.72,22,Salvador,TED,não
52.85,10,Rio de Janeiro,Boleto,não
459.67,4,Rio de Janeiro,Pix,não
96.87,16,Salvador,TED,não
156.86,10,Brasília,Cartão Crédito,sim
473.9,23,Porto Alegre,Pix,sim
195.76,7,São Paulo,DOC,não
24.86,9,Brasília,Cartão Crédito,não
562.12,11,Recife,Pix,não
197.62,9,Curitiba,Cartão Débito,não
81.57,12,Salvador,Pix,não
30.0,17,São Paulo,Cartão Crédito,não
316.0,9,Porto Alegre,TED,não
193.56,18,Porto Alegre,Pix,sim
152.48,19,Rio de Janeiro,Pix,não
448.66,16,Recife,Cartão Crédito,não
310.8,19,Porto Alegre,Cartão Crédito,sim
32.9,15,Recife,Boleto,não
74.71,4,Curitiba,Cartão Débito,sim
,2,Rio de Janeiro,Cartão Crédito,não
272.47,14,São Paulo,Pix,não
6.82,1,Rio de Janeiro,Boleto,não
168.74,12,Curitiba,Pix,não
287.48,21,Salvador,TED,não
418.73,7,Porto Alegre,Pix,não
83.73,22,Recife,Pix,não
344.36,16,Salvador,Boleto,não
23.45,3,Curitiba,Pix,não
374.75,18,Porto Alegre,Boleto,não
27.28,21,Brasília,Cartão Débito,sim
101.26,8,Recife,Pix,não
319.2,22,Curitiba,Cartão Crédito,não
32.48,14,São Paulo,Boleto,não
52.08,8,São Paulo,Pix,não
256.21,23,Porto Alegre,Cartão Crédito,sim
254.62,20,Porto Alegre,Pix,não
204.97,8,São Paulo,Pix,sim
236.8,13,Brasília,Pix,sim
156.49,22,Rio de Janeiro,DOC,não
58.02,20,São Paulo,TED,não
84.84,15,Porto Alegre,Pix,não
40.08,23,Porto Alegre,Pix,não
478.18,22,Brasília,Cartão Crédito,não
175.12,16,São Paulo,Cartão Crédito,sim
102.45,12,Brasília,DOC,não
123.98,8,São Paulo,Pix,não
588.56,14,Rio de Janeiro,Pix,não
33.29,6,Curitiba,Cartão Crédito,não
176.49,0,São Paulo,Pix,não
141.0,0,Curitiba,Pix,não
189.07,4,São Paulo,TED,não
3.66,23,Rio de Janeiro,Cartão Crédito,não
411.34,8,Salvador,TED,não
538.0,11,Porto Alegre,Pix,sim
166.54,5,Curitiba,Boleto,não
238.57,12,Brasília,Boleto,não
511.49,7,São Paulo,Boleto,não
245.68,14,Porto Alegre,Pix,sim
33.1,5,São Paulo,Cartão Crédito,não
171.74,5,Brasília,TED,não
186.64,3,Rio de Janeiro,DOC,não
110.37,10,Recife,DOC,sim
266.7,20,São Paulo,Pix,não
544.74,17,Salvador,Pix,não
519.58,2,Brasília,Pix,sim
119.87,2,Recife,TED,não
24.04,11,São Paulo,TED,não
837.83,20,Curitiba,Cartão Crédito,não
365.14,20,Porto Alegre,Pix,não
26.63,5,Porto Alegre,Indefinido,não
507.26,20,Brasília,Pix,não
407.88,5,Curitiba,TED,não
146.31,7,Rio de Janeiro,Pix,não
178.94,14,Recife,Boleto,não
101.83,17,Brasília,Cartão Crédito,não
11.26,19,Salvador,Cartão Débito,não
81.65,15,São Paulo,Pix,não
324.76,5,Porto Alegre,Pix,não
0.93,20,São Paulo,Cartão Crédito,não
81.14,16,Recife,Cartão Crédito,não
101.56,8,Curitiba,Cartão Débito,não
154.18,18,Curitiba,Pix,não
504.79,17,Brasília,Cartão Crédito,não
85.04,22,Brasília,Pix,não
85.22,4,Curitiba,TED,não
267.5,5,Brasília,Pix,não
120.38,11,Curitiba,Boleto,não
50.88,10,Recife,Boleto,não
120.46,15,Brasília,Pix,não
30.36,19,Curitiba,Pix,não
38.81,16,Brasília,TED,não
137.98,19,São Paulo,Pix,não
108.58,8,Porto Alegre,Pix,não
492.66,0,São Paulo,Pix,não
90.01,2,Rio de Janeiro,Cartão Crédito,não
173.78,20,Curitiba,TED,não
200.08,22,Rio de Janeiro,Pix,não
2.64,8,Curitiba,Cartão Débito,não
217.85,21,Porto Alegre,Pix,não
39.21,18,Brasília,Cartão Crédito,não
649.2,12,Curitiba,TED,não
32.19,22,São Paulo,Cartão Débito,não
107.1,13,Brasília,TED,não
17.84,19,Porto Alegre,Cartão Crédito,não
1153.62,18,São Paulo,Pix,não
139.51,22,Brasília,Cartão Débito,não
180.96,6,Curitiba,Pix,sim
13.89,3,Curitiba,DOC,não
277.23,11,São Paulo,Pix,não
47.12,22,Recife,Cartão Débito,não
456.66,13,Curitiba,Boleto,sim
45.92,1,Recife,Pix,não
42.31,0,Brasília,Pix,não
7.45,17,Recife,TED,não
127.76,19,São Paulo,Pix,não
166.41,7,Rio de Janeiro,Pix,não
13.59,2,Rio de Janeiro,Cartão Débito,não
298.8,5,São Paulo,Boleto,não
120.77,21,Salvador,Cartão Débito,não
148.63,12,Rio de Janeiro,TED,não
116.24,8,São Paulo,Cartão Crédito,não
102.42,8,Curitiba,TED,não
164.03,19,Recife,Pix,não
33.74,8,Rio de Janeiro,DOC,não
40.16,14,Curitiba,TED,não
395.79,12,Rio de Janeiro,Cartão Débito,não
584.18,21,Brasília,TED,não
93.46,15,São Paulo,Cartão Crédito,não
63.15,1,São Paulo,Boleto,não
206.56,13,Curitiba,TED,não
105.1,5,Salvador,TED,sim
5.14,1,Brasília,Pix,sim
33.96,7,Recife,Pix,não
251.74,3,Brasília,Cartão Crédito,não
215.13,20,Salvador,Cartão Débito,não
5.49,23,Brasília,Pix,não
50.2,13,Porto Alegre,Cartão Débito,não
52.55,10,Recife,Pix,não
222.88,23,Recife,DOC,não
3.98,13,Brasília,Pix,não
21.99,11,Rio de Janeiro,Pix,não
321.8,15,Porto Alegre,Pix,não
39.34,5,Rio de Janeiro,TED,não
211.54,19,Brasília,Pix,não
54.41,0,Rio de Janeiro,Pix,sim
20.95,11,Recife,Pix,não
,6,Recife,Pix,não
256.22,7,Rio de Janeiro,Pix,sim
387.17,8,Recife,Boleto,não
,1,São Paulo,Cartão Crédito,não
101.23,16,Recife,Pix,não
220.58,19,Brasília,Pix,não
,12,Curitiba,Cartão Crédito,não
69.39,4,Rio de Janeiro,Pix,não
453.32,9,Porto Alegre,Cartão Crédito,não
2.62,11,Salvador,Pix,sim
17.88,16,Rio de Janeiro,Pix,não
46.61,20,Salvador,Pix,sim
5.38,5,Salvador,Pix,não
40.04,2,Recife,Cartão Crédito,sim
174.95,14,Recife,Pix,não
109.44,6,Curitiba,Cartão Débito,não
446.37,5,Curitiba,Pix,não
340.14,3,Porto Alegre,Cartão Débito,não
83.65,18,Brasília,Pix,não
60.07,4,São Paulo,Pix,não
95.51,2,Brasília,Boleto,não
178.46,8,Porto Alegre,Pix,não
62.41,5,Rio de Janeiro,Cartão Crédito,não
195.71,12,Recife,TED,não
105.33,21,Brasília,Boleto,não
160.61,19,Salvador,Pix,não
114.59,3,Recife,Boleto,não
69.76,1,Recife,Boleto,não
593.05,3,Brasília,Cartão Crédito,sim
288.45,7,Brasília,Pix,não
30.19,12,Salvador,Cartão Débito,não
405.7,9,Salvador,Cartão Débito,não
133.66,17,Curitiba,Cartão Crédito,não
449.91,8,Porto Alegre,Boleto,não
321.74,0,Porto Alegre,TED,não
110.75,12,Salvador,Pix,não
4.55,17,São Paulo,Cartão Débito,não
62.58,14,Salvador,Cartão Débito,não
156.02,1,Curitiba,Pix,não
200.74,10,São Paulo,TED,não
59.65,13,Brasília,Cartão Crédito,não
30.01,21,Porto Alegre,Pix,não
360.28,14,Porto Alegre,Pix,não
832.12,13,São Paulo,Cartão Débito,não
149.18,15,Rio de Janeiro,Cartão Crédito,não
37.67,22,Curitiba,Cartão Débito,não
63.58,14,Curitiba,Pix,não
3.71,18,Curitiba,Pix,não
491.38,8,Porto Alegre,Boleto,não
25.06,4,Recife,DOC,não
171.85,4,Porto Alegre,Pix,não
64.06,10,Recife,Cartão Crédito,não
161.57,19,Porto Alegre,Cartão Débito,não
210.78,23,Brasília,Pix,sim
354.09,3,Porto Alegre,Pix,não
46.24,19,Brasília,Pix,não
2.21,17,Recife,TED,não
29.44,2,Curitiba,Pix,não
460.55,3,Recife,TED,sim
414.12,13,São Paulo,TED,não
181.97,6,Curitiba,Cartão Crédito,não
183.52,7,Porto Alegre,Pix,sim
218.75,23,Porto Alegre,Boleto,não
38.56,15,Porto Alegre,Cartão Crédito,não
491.64,19,Porto Alegre,Boleto,sim
108.52,14,Porto Alegre,Cartão Débito,não
96.62,6,Recife,Boleto,não
146.34,16,Salvador,Cartão Débito,não
9.62,21,Brasília,Pix,não
36.37,21,Salvador,Boleto,não
267.91,21,Recife,DOC,não
17.29,11,Rio de Janeiro,Cartão Débito,não
184.84,17,Salvador,Pix,não
56.3,23,Recife,Pix,não
98.63,13,Curitiba,Boleto,não
68.13,14,Porto Alegre,Pix,não
87.91,14,Recife,Boleto,não
253.91,4,Salvador,Cartão Débito,não
70.51,15,Brasília,Cartão Débito,não
167.13,4,Desconhecido,Pix,não
129.27,1,Porto Alegre,Pix,sim
217.93,19,Salvador,Boleto,não
552.38,8,São Paulo,Boleto,não
263.78,21,Rio de Janeiro,Boleto,não
48.4,8,Curitiba,Cartão Crédito,não
6.34,3,Brasília,Boleto,não
60.83,14,Rio de Janeiro,Pix,não
180.81,10,Recife,Cartão Crédito,não
10.56,0,Rio de Janeiro,Pix,não
137.18,17,Porto Alegre,Pix,não
181.69,0,Porto Alegre,Cartão Crédito,não
81.37,7,São Paulo,DOC,não
294.73,15,Rio de Janeiro,Boleto,não
22.54,21,Salvador,TED,não
15.62,17,Rio de Janeiro,Pix,não
,21,Porto Alegre,Pix,não
136.83,8,Recife,Boleto,não
233.21,11,Recife,Pix,não
114.12,18,Curitiba,Boleto,não
56.58,17,Salvador,Cartão Crédito,não
341.96,4,Salvador,TED,não
321.3,1,Recife,Cartão Crédito,não
237.29,6,Rio de Janeiro,Cartão Crédito,não
63.53,9,São Paulo,Cartão Crédito,não
178.43,14,Recife,Boleto,não
89.56,6,Salvador,Pix,não
19.21,4,Salvador,TED,não
498.54,14,Porto Alegre,Cartão Crédito,não
29.43,19,Porto Alegre,Pix,não
600.1,19,Curitiba,Cartão Crédito,não
118.12,14,Curitiba,DOC,não
40.95,9,Rio de Janeiro,Pix,não
156.13,23,Recife,Boleto,não
412.63,13,Recife,Pix,não
263.52,9,Curitiba,Pix,não
328.56,16,Recife,Cartão Crédito,não
215.05,20,Rio de Janeiro,TED,sim
,13,São Paulo,DOC,não
378.35,1,Porto Alegre,Pix,não
57.45,15,Rio de Janeiro,DOC,não
134.44,12,Recife,Pix,não
50.0,8,Rio de Janeiro,Cartão Crédito,não
879.11,6,Porto Alegre,Cartão Crédito,não
576.69,15,Brasília,Cartão Crédito,não
8.05,9,Salvador,Pix,não
244.55,23,Porto Alegre,Boleto,não
518.72,21,Salvador,Cartão Crédito,não
39.83,8,Porto Alegre,Pix,sim
167.84,21,Brasília,Pix,não
494.17,22,Recife,Cartão Crédito,não
6.91,6,Recife,Cartão Crédito,não
239.08,15,São Paulo,TED,não
70.58,8,Porto Alegre,Pix,não
516.45,23,Rio de Janeiro,DOC,não
708.49,16,São Paulo,TED,não
577.43,19,Recife,DOC,não
128.57,6,Recife,TED,não
396.16,10,Curitiba,Boleto,não
372.29,7,São Paulo,Cartão Crédito,não
76.87,6,Recife,Cartão Crédito,não
353.12,18,Brasília,Boleto,não
7.54,19,Salvador,Pix,não
181.4,11,Curitiba,TED,não
52.28,6,Rio de Janeiro,Pix,não
25.7,7,Salvador,TED,não
16.02,6,Curitiba,Cartão Débito,sim
238.34,5,Porto Alegre,Boleto,não
83.07,8,Porto Alegre,Pix,não
258.03,12,Rio de Janeiro,Pix,não
13.52,6,Brasília,Pix,não
75.75,7,Rio de Janeiro,Pix,não
155.08,21,São Paulo,TED,não
312.82,16,Salvador,Pix,sim
76.77,16,Rio de Janeiro,Pix,não
196.64,15,Rio de Janeiro,Pix,não
434.27,21,Curitiba,Boleto,não
191.35,1,Brasília,Boleto,não
53.04,7,Rio de Janeiro,Cartão Crédito,não
4.94,16,São Paulo,Pix,sim
408.2,12,Curitiba,Cartão Crédito,sim
4.3,17,Brasília,Boleto,sim
415.41,23,Brasília,Pix,não
150.55,21,Recife,Pix,não
559.6,9,Porto Alegre,TED,não
320.67,1,Salvador,TED,não
1236.44,1,São Paulo,Pix,sim
86.38,13,Porto Alegre,Cartão Crédito,não
291.51,15,Curitiba,Pix,não
102.81,6,Curitiba,TED,sim
130.74,20,São Paulo,TED,não
197.51,20,Brasília,DOC,não
413.78,23,Rio de Janeiro,Cartão Crédito,não
828.08,11,São Paulo,Cartão Débito,não
292.44,22,Curitiba,Pix,não
108.18,13,Porto Alegre,TED,não
109.41,3,Salvador,Cartão Crédito,sim
267.56,3,São Paulo,Pix,não
54.57,17,Brasília,Boleto,não
23.41,2,Salvador,Cartão Débito,não
87.58,0,Salvador,Boleto,sim
67.72,16,Salvador,Pix,não
70.28,6,Recife,Cartão Crédito,não
53.21,15,Salvador,Cartão Débito,não
8.6,4,Recife,Cartão Crédito,não
3.61,18,Rio de Janeiro,TED,não
880.0,6,Rio de Janeiro,Cartão Débito,não
111.64,13,Salvador,Cartão Débito,sim
97.01,1,Brasília,Cartão Débito,não
227.67,2,Porto Alegre,TED,não
49.25,16,Rio de Janeiro,Cartão Crédito,sim
598.99,15,Recife,Boleto,não
308.68,7,Brasília,Pix,não
18.73,17,Salvador,DOC,não
108.11,14,Brasília,Cartão Crédito,não
422.59,6,Brasília,Cartão Crédito,não
579.11,8,São Paulo,Cartão Crédito,não
126.0,5,Porto Alegre,Pix,não
190.08,17,Salvador,TED,sim
36.55,17,Porto Alegre,TED,não
945.89,23,Rio de Janeiro,Cartão Crédito,não
52.71,13,Porto Alegre,Pix,não
572.0,13,Curitiba,Cartão Crédito,não
209.76,13,Recife,Boleto,não
187.16,3,Rio de Janeiro,Cartão Débito,não
143.77,3,Salvador,TED,não
52.45,14,Porto Alegre,Boleto,não
38.85,14,Recife,Cartão Débito,sim
49.82,17,Salvador,Cartão Crédito,não
41.27,13,Salvador,Pix,sim
302.45,0,Rio de Janeiro,Pix,não
86.2,9,Curitiba,Cartão Crédito,não
11.92,19,Recife,Pix,não
695.42,9,Curitiba,Cartão Crédito,não
430.46,9,Recife,Boleto,não
525.53,23,São Paulo,Cartão Débito,não
1056.01,1,Salvador,TED,sim
38.21,7,São Paulo,Cartão Crédito,não
100.92,0,Recife,Pix,não
283.96,0,Recife,TED,não
238.16,3,Curitiba,Pix,não
33.42,6,Salvador,Cartão Crédito,não
338.38,8,Porto Alegre,Cartão Crédito,não
50.83,15,Salvador,Pix,sim
50.67,4,Brasília,Pix,não
153.99,1,Recife,Cartão Crédito,não
179.76,22,Rio de Janeiro,Cartão Crédito,não
173.54,10,Rio de Janeiro,Boleto,não
19.19,17,Rio de Janeiro,Cartão Débito,não
419.86,18,São Paulo,Cartão Crédito,não
61.74,12,Porto Alegre,TED,não
,23,Curitiba,Pix,sim
439.19,10,Porto Alegre,Boleto,não
623.14,19,São Paulo,Cartão Crédito,não
396.29,18,Porto Alegre,TED,não
331.64,16,Porto Alegre,Cartão Crédito,não
212.98,4,Salvador,Pix,sim
160.08,12,Rio de Janeiro,Cartão Débito,não
18.2,19,Recife,Cartão Crédito,não
105.0,0,Rio de Janeiro,TED,não
93.26,9,Porto Alegre,TED,não
60.15,7,Recife,Pix,não
257.05,23,Salvador,Cartão Crédito,não
136.99,7,Curitiba,Cartão Crédito,não
16.9,18,Brasília,Boleto,não
49.74,5,Recife,Pix,não
229.93,11,São Paulo,Pix,não
15.84,6,Rio de Janeiro,TED,não
381.04,15,Salvador,Pix,não
136.7,8,Salvador,TED,não
131.01,20,Rio de Janeiro,Pix,não
179.5,21,Porto Alegre,Pix,não
348.23,9,Porto Alegre,Boleto,não
85.48,9,Porto Alegre,Cartão Crédito,não
226.65,9,Salvador,TED,não
166.82,19,Porto Alegre,Boleto,não
62.13,15,Rio de Janeiro,Pix,não
421.78,0,Recife,DOC,não
319.33,16,Curitiba,Cartão Débito,não
214.85,20,Recife,Pix,não
380.2,13,São Paulo,Pix,não
403.92,18,Rio de Janeiro,Pix,sim
246.45,20,Recife,DOC,sim
362.82,20,Rio de Janeiro,Boleto,não
239.12,16,Salvador,Pix,não
227.97,13,São Paulo,Pix,não
192.79,7,Salvador,Cartão Crédito,não
279.44,20,Brasília,TED,não
34.54,20,Brasília,TED,não
425.51,8,Brasília,Cartão Débito,não
410.9,7,Rio de Janeiro,Pix,não
5.94,12,Recife,Cartão Crédito,não
349.53,16,Rio de Janeiro,Cartão Débito,não
27.59,18,Salvador,Pix,não
81.63,6,Curitiba,DOC,não
272.13,16,Salvador,DOC,não
35.05,0,Recife,Cartão Crédito,não
340.71,4,Salvador,Pix,não
356.92,5,Salvador,Cartão Crédito,não
141.64,1,São Paulo,Cartão Débito,não
1.28,15,Porto Alegre,Cartão Crédito,não
67.67,21,Brasília,Cartão Débito,não
191.91,4,Recife,Cartão Crédito,não
794.63,4,Recife,Cartão Débito,sim
199.83,11,Brasília,Pix,sim
60.17,2,Salvador,Cartão Crédito,não
201.03,15,São Paulo,Cartão Crédito,não
155.3,5,Rio de Janeiro,TED,não
302.69,14,Rio de Janeiro,Pix,não
22.63,14,Salvador,Boleto,não
286.28,15,Salvador,Pix,não
155.86,19,Porto Alegre,TED,não
659.32,12,Recife,TED,sim
83.67,11,Brasília,Cartão Débito,não
200.27,9,Salvador,Pix,não
537.73,13,Salvador,Cartão Crédito,não
21.63,1,Curitiba,Pix,sim
553.65,2,São Paulo,DOC,sim
232.88,8,Rio de Janeiro,DOC,não
14.05,10,São Paulo,Boleto,sim
71.61,10,São Paulo,Cartão Crédito,não
246.32,21,Porto Alegre,Cartão Crédito,não
13.95,9,São Paulo,Cartão Crédito,não
174.54,13,Brasília,TED,não
84.89,8,Porto Alegre,Cartão Crédito,não
194.0,19,Salvador,TED,não
9.36,20,Brasília,Pix,não
410.42,9,Porto Alegre,Cartão Crédito,sim
726.04,21,Brasília,Cartão Crédito,não
693.97,8,Porto Alegre,Pix,não
276.98,4,Porto Alegre,Cartão Débito,não
27.87,7,Recife,Cartão Crédito,não
283.98,10,Brasília,TED,não
4.98,0,Recife,Pix,sim
4.47,20,Salvador,Cartão Débito,não
78.2,9,Porto Alegre,Cartão Crédito,não
134.14,0,Rio de Janeiro,TED,sim
294.29,21,Porto Alegre,Boleto,não
229.96,6,Rio de Janeiro,Boleto,não
118.08,13,Rio de Janeiro,DOC,sim
63.94,4,Rio de Janeiro,Boleto,não
1170.31,16,Rio de Janeiro,DOC,não
111.09,21,Brasília,Boleto,não
120.07,20,Curitiba,Cartão Débito,não
35.74,5,Brasília,Cartão Débito,não
316.76,15,Salvador,Cartão Crédito,não
236.63,10,Curitiba,Cartão Débito,não
49.89,9,Brasília,Cartão Crédito,não
17.19,14,Salvador,Pix,sim
228.2,6,Rio de Janeiro,Cartão Débito,não
212.56,22,São Paulo,Pix,não
63.84,1,Porto Alegre,Pix,não
602.63,11,Curitiba,Boleto,não
32.75,18,São Paulo,DOC,não
113.24,11,Rio de Janeiro,DOC,não
575.11,15,Curitiba,Cartão Crédito,não
108.85,5,São Paulo,Pix,não
203.51,2,Brasília,Cartão Débito,não
101.36,1,Salvador,TED,não
,19,Rio de Janeiro,Cartão Débito,não
826.75,4,Brasília,TED,sim
105.3,10,Brasília,Boleto,não
449.05,2,Rio de Janeiro,TED,não
52.26,2,Curitiba,Boleto,não
47.93,21,Porto Alegre,Pix,não
6.33,4,Recife,TED,não
210.92,21,Recife,Pix,não
91.94,22,Porto Alegre,Boleto,não
399.55,10,Rio de Janeiro,Cartão Débito,não
128.19,2,Recife,Pix,não
689.62,12,Porto Alegre,Boleto,não
41.04,20,São Paulo,Cartão Crédito,não
405.94,7,Porto Alegre,Pix,não
299.76,19,Curitiba,Pix,não
294.74,9,Salvador,Pix,não
372.59,1,Porto Alegre,Pix,não
286.28,3,Brasília,Pix,não
196.82,17,Brasília,TED,não
28.14,18,Salvador,TED,não
6.61,3,Rio de Janeiro,Cartão Crédito,não
507.28,19,Brasília,Cartão Crédito,não
191.76,8,São Paulo,Cartão Crédito,não
318.45,15,Porto Alegre,Boleto,não
131.37,5,Salvador,Pix,não
24.96,3,São Paulo,TED,não
26.75,8,Rio de Janeiro,Pix,não
231.4,12,Brasília,Boleto,não
112.53,8,Salvador,Cartão Débito,não
44.76,5,Recife,Pix,sim
135.3,20,Porto Alegre,TED,sim
13.27,18,Recife,Boleto,não
174.44,13,Curitiba,Cartão Crédito,não
62.67,20,Rio de Janeiro,Pix,não
319.46,14,Curitiba,Pix,sim
74.32,2,Recife,Cartão Crédito,não
121.47,4,Recife,Pix,não
2.34,20,Recife,Boleto,não
15.04,17,Curitiba,Cartão Crédito,não
99.68,13,Salvador,Cartão Débito,não
130.76,15,Rio de Janeiro,Pix,sim
183.27,13,Porto Alegre,TED,não
68.97,8,Salvador,Pix,não
237.48,14,Porto Alegre,Boleto,não
393.4,6,São Paulo,Boleto,não
302.69,13,São Paulo,Cartão Débito,não
8.09,5,Recife,DOC,não
130.98,20,Rio de Janeiro,Boleto,não
22.17,14,Rio de Janeiro,TED,não
55.43,19,Brasília,Pix,não
863.44,7,Brasília,Pix,sim
30.75,1,Salvador,Pix,sim
138.19,7,Curitiba,Cartão Crédito,não
192.55,0,Brasília,DOC,não
242.44,16,Salvador,Pix,não
164.04,18,Porto Alegre,TED,sim
1.96,4,Porto Alegre,Pix,não
79.04,21,Salvador,Pix,não
145.84,19,Curitiba,Cartão Crédito,não
18.39,15,São Paulo,Cartão Débito,não
86.35,6,Recife,Pix,não
6.75,6,Rio de Janeiro,Cartão Crédito,não
16.37,17,São Paulo,TED,não
101.14,17,Salvador,TED,não
28.48,1,Porto Alegre,Boleto,não
167.65,14,São Paulo,Pix,não
233.89,13,Curitiba,Pix,não
322.48,17,Recife,Pix,não
44.67,8,Porto Alegre,Pix,não
36.66,13,Curitiba,Pix,não
22.09,4,Salvador,Pix,não
202.36,10,São Paulo,TED,não
245.16,7,Rio de Janeiro,Cartão Crédito,sim
6.42,4,Brasília,Pix,não
550.44,10,Curitiba,Pix,não
10.67,4,Porto Alegre,Pix,não
155.87,16,São Paulo,Cartão Crédito,não
246.93,21,Brasília,Pix,não
409.54,3,Brasília,Cartão Crédito,sim
250.41,14,São Paulo,TED,não
323.62,18,Recife,Cartão Débito,não
82.94,21,São Paulo,TED,não
337.29,1,Porto Alegre,Pix,sim
16.7,23,Salvador,DOC,não
450.41,16,Rio de Janeiro,Boleto,não
158.63,11,Porto Alegre,Boleto,não
339.98,23,Salvador,TED,não
120.41,16,Brasília,Pix,não
206.33,9,Rio de Janeiro,Boleto,não
149.48,17,Curitiba,Cartão Débito,não
263.05,18,Brasília,Cartão Débito,não
17.03,17,Recife,Boleto,não
12.45,12,São Paulo,Pix,não
56.77,13,Curitiba,Pix,sim
34.76,23,Porto Alegre,Cartão Crédito,não
410.81,15,Rio de Janeiro,Cartão Crédito,não
49.49,17,Curitiba,Cartão Débito,não
744.82,17,Recife,Boleto,não
82.16,15,São Paulo,Cartão Crédito,não
40.21,16,Curitiba,Cartão Crédito,não
311.84,6,Porto Alegre,Boleto,não
215.0,11,Rio de Janeiro,Cartão Crédito,não
137.91,1,Curitiba,Pix,não
162.1,9,São Paulo,Boleto,não
254.02,4,Porto Alegre,Cartão Débito,não
51.87,20,Curitiba,Pix,não
1121.73,2,Rio de Janeiro,Cartão Crédito,sim
736.13,18,São Paulo,Pix,não
210.15,12,Recife,Cartão Crédito,não
44.51,11,Recife,Boleto,não
228.03,2,Brasília,Cartão Débito,não
14.99,5,Curitiba,Cartão Crédito,não
6.23,13,Rio de Janeiro,TED,não
59.6,3,Curitiba,Pix,não
124.21,12,São Paulo,Cartão Crédito,não
405.4,18,Brasília,TED,não
259.78,17,Rio de Janeiro,Boleto,não
271.51,2,Curitiba,Pix,não
110.85,19,Rio de Janeiro,Cartão Crédito,não
84.91,5,São Paulo,TED,não
92.74,15,Brasília,Cartão Débito,não
878.81,19,Rio de Janeiro,Cartão Crédito,não
8.19,23,São Paulo,Pix,não
403.53,2,Recife,Boleto,não
172.87,11,Rio de Janeiro,Indefinido,não
115.47,18,Brasília,Cartão Crédito,não
258.38,18,Salvador,TED,não
133.37,23,Porto Alegre,Cartão Débito,sim
413.38,3,Porto Alegre,Pix,não
461.93,0,Rio de Janeiro,TED,não
109.54,1,Rio de Janeiro,Cartão Crédito,não
64.82,12,São Paulo,Pix,não
179.47,12,Curitiba,DOC,não
486.91,1,Porto Alegre,Cartão Crédito,não
47.31,18,Curitiba,Boleto,não
195.08,21,Porto Alegre,Pix,não
199.7,23,Rio de Janeiro,Boleto,não
264.19,15,Brasília,Boleto,não
28.21,11,Brasília,Boleto,não
251.63,0,Salvador,Cartão Crédito,não
479.45,8,Porto Alegre,Pix,não
39.61,16,Porto Alegre,Cartão Crédito,não
54.24,9,São Paulo,Cartão Crédito,não
